product_name,quantity,sale_date,revenue
9-3/4 Diameter Round Wall Clock,1,2017-02-21,68.95
9-3/4 Diameter Round Wall Clock,1,2017-05-26,41.37
9-3/4 Diameter Round Wall Clock,1,2018-11-03,41.37
9-3/4 Diameter Round Wall Clock,1,2018-11-09,96.53
9-3/4 Diameter Round Wall Clock,1,2018-11-20,27.58
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-04-22,9.912
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-11-07,12.39
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-12-13,12.39
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-06-13,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-08-07,3.304
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-08-08,6.608
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-09-02,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-09-23,13.216
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-11-10,13.216
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-11-14,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2018-02-24,4.956
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2018-03-19,19.824
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2018-09-02,26.432
ACCOHIDE Binder by Acco,1,2015-04-21,16.52
ACCOHIDE Binder by Acco,1,2017-11-28,7.434
ACCOHIDE Binder by Acco,1,2018-09-22,33.04
ACCOHIDE Binder by Acco,1,2018-09-25,8.26
APC 7 Outlet Network SurgeArrest Surge Protector,1,2015-11-17,241.44
APC 7 Outlet Network SurgeArrest Surge Protector,1,2016-04-02,32.192
APC 7 Outlet Network SurgeArrest Surge Protector,1,2017-06-12,64.384
APC 7 Outlet Network SurgeArrest Surge Protector,1,2017-06-24,241.44
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-03-21,64.384
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-08-27,321.92
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-09-21,80.48
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-09-23,160.96
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2015-12-15,40.68
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2016-09-17,67.8
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2017-12-09,40.68
AT&T 1070 Corded Phone,1,2015-08-08,445.96
AT&T 1070 Corded Phone,1,2015-08-09,178.384
AT&T 1070 Corded Phone,1,2017-02-22,445.96
AT&T 1080 Corded phone,1,2015-04-12,438.368
AT&T 1080 Corded phone,1,2015-12-30,328.776
AT&T 1080 Corded phone,1,2016-08-10,438.368
AT&T 1080 Corded phone,1,2016-12-06,219.184
AT&T 1080 Corded phone,1,2018-04-07,219.184
AT&T 1080 Corded phone,1,2018-12-03,136.99
AT&T 1080 Corded phone,1,2018-12-27,164.388
AT&T 1080 Phone,1,2017-01-31,109.592
AT&T 17929 Lendline Telephone,1,2015-02-02,180.96
AT&T 17929 Lendline Telephone,1,2016-03-30,180.96
AT&T 17929 Lendline Telephone,1,2016-10-12,135.72
AT&T 17929 Lendline Telephone,1,2016-11-08,226.2
AT&T 17929 Lendline Telephone,1,2017-01-03,180.96
AT&T 17929 Lendline Telephone,1,2017-02-04,90.48
AT&T 17929 Lendline Telephone,1,2017-03-08,108.576
AT&T 17929 Lendline Telephone,1,2017-08-28,108.576
AT&T 17929 Lendline Telephone,1,2017-11-30,36.192
AT&T 17929 Lendline Telephone,1,2018-12-25,90.48
AT&T 841000 Phone,1,2015-01-16,124.2
AT&T 841000 Phone,1,2016-08-11,138.0
AT&T 841000 Phone,1,2017-04-25,82.8
AT&T 841000 Phone,1,2017-05-22,345.0
AT&T 841000 Phone,1,2017-08-15,165.6
AT&T 841000 Phone,1,2018-01-30,207.0
AT&T CL2909,1,2015-04-25,302.376
AT&T CL2909,1,2015-07-23,302.376
AT&T CL2909,1,2018-12-02,151.188
AT&T CL82213,1,2015-02-06,144.95
AT&T CL82213,1,2015-04-05,28.99
AT&T CL82213,1,2015-11-02,46.384
AT&T CL82213,1,2016-12-06,173.94
AT&T CL82213,1,2018-09-22,86.97
AT&T CL83451 4-Handset Telephone,1,2017-09-06,329.584
AT&T CL83451 4-Handset Telephone,1,2018-03-30,164.792
AT&T CL83451 4-Handset Telephone,1,2018-09-18,411.98
AT&T EL51110 DECT,1,2015-09-07,377.97
AT&T SB67148 SynJ,1,2015-04-11,105.584
AT&T SB67148 SynJ,1,2017-11-07,263.96
AT&T SB67148 SynJ,1,2018-12-01,105.584
AT&T TR1909W,1,2015-03-28,302.376
AT&T TR1909W,1,2017-12-11,302.376
Aastra 57i VoIP phone,1,2015-02-06,161.61
Aastra 57i VoIP phone,1,2016-04-13,258.576
Aastra 57i VoIP phone,1,2017-08-30,290.898
Aastra 6757i CT Wireless VoIP phone,1,2016-11-02,344.704
Aastra 6757i CT Wireless VoIP phone,1,2018-05-18,344.704
Aastra 6757i CT Wireless VoIP phone,1,2018-09-08,258.528
Aastra 6757i CT Wireless VoIP phone,1,2018-11-10,430.88
Acco 3-Hole Punch,1,2015-09-26,0.876
Acco 3-Hole Punch,1,2015-11-14,43.8
Acco 3-Hole Punch,1,2016-07-23,10.512
Acco 3-Hole Punch,1,2017-11-20,2.628
Acco 3-Hole Punch,1,2018-04-14,8.76
Acco 3-Hole Punch,1,2018-07-31,17.52
Acco 3-Hole Punch,1,2018-10-21,21.9
Acco 3-Hole Punch,1,2018-11-12,14.016
Acco 3-Hole Punch,1,2018-12-01,17.52
Acco 6 Outlet Guardian Basic Surge Suppressor,1,2015-05-20,33.28
Acco 6 Outlet Guardian Basic Surge Suppressor,1,2015-07-21,4.992
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2016-03-29,73.28
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2017-11-19,54.96
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-05-23,18.32
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-08-28,91.6
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-10-02,21.984
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-12-23,29.312
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-06-01,65.52
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-11-04,58.24
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-11-28,43.68
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2016-01-05,87.36
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-06-05,58.24
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-12-01,11.648
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-12-16,34.944
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2018-03-03,72.8
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2015-07-26,4.836
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2015-09-21,36.27
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2015-12-29,48.36
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2016-12-20,36.27
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2018-09-10,24.18
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2016-07-09,48.632
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2017-05-30,364.74
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2017-12-18,194.528
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2018-04-21,97.264
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2018-11-18,389.056
"Acco Banker's Clasps, 5 3/4""-Long",1,2015-04-11,6.912
"Acco Banker's Clasps, 5 3/4""-Long",1,2016-07-16,11.52
"Acco Banker's Clasps, 5 3/4""-Long",1,2017-03-03,2.304
"Acco Banker's Clasps, 5 3/4""-Long",1,2018-06-24,2.88
"Acco Banker's Clasps, 5 3/4""-Long",1,2018-12-14,17.28
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2015-08-01,5.68
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2016-08-09,10.65
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2017-02-22,10.65
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2017-12-23,24.85
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2018-09-11,14.2
Acco D-Ring Binder w/DublLock,1,2015-07-14,29.932
Acco D-Ring Binder w/DublLock,1,2015-11-02,19.242
Acco D-Ring Binder w/DublLock,1,2016-08-21,12.828
Acco D-Ring Binder w/DublLock,1,2016-10-03,32.07
Acco D-Ring Binder w/DublLock,1,2016-12-11,12.828
Acco D-Ring Binder w/DublLock,1,2016-12-15,51.312
Acco D-Ring Binder w/DublLock,1,2018-01-15,4.276
Acco D-Ring Binder w/DublLock,1,2018-06-20,51.312
Acco D-Ring Binder w/DublLock,1,2018-08-18,21.38
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2015-04-28,20.86
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2016-02-15,41.72
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2016-09-17,25.032
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2017-10-15,41.72
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2017-10-27,25.032
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-04-24,10.43
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-09-09,6.258
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-11-19,58.408
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-12-16,33.376
Acco Economy Flexible Poly Round Ring Binder,1,2015-07-21,1.044
Acco Economy Flexible Poly Round Ring Binder,1,2017-11-04,4.176
Acco Economy Flexible Poly Round Ring Binder,1,2018-12-26,3.132
Acco Expandable Hanging Binders,1,2016-04-04,12.76
Acco Expandable Hanging Binders,1,2017-09-03,12.76
Acco Expandable Hanging Binders,1,2018-07-18,7.656
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2015-11-04,52.064
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-05-09,48.81
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-04,9.762
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-05,16.27
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-18,65.08
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2017-03-17,32.54
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2017-03-27,32.54
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2018-05-11,26.032
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2018-08-21,117.144
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2018-10-23,9.762
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2015-01-07,10.43
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2016-09-05,4.47
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2016-10-31,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2017-03-29,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2018-07-11,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2018-12-24,17.88
Acco Glide Clips,1,2018-12-29,19.6
Acco Hanging Data Binders,1,2015-07-19,3.81
Acco Hanging Data Binders,1,2015-12-30,2.286
Acco Hanging Data Binders,1,2016-02-14,2.286
Acco Hanging Data Binders,1,2016-09-06,6.096
Acco Hanging Data Binders,1,2017-07-14,9.144
Acco Hanging Data Binders,1,2017-08-08,15.24
Acco Hanging Data Binders,1,2017-09-01,3.048
Acco Hot Clips Clips to Go,1,2015-09-07,13.16
Acco Hot Clips Clips to Go,1,2017-05-17,7.896
Acco Hot Clips Clips to Go,1,2017-07-07,2.632
Acco Hot Clips Clips to Go,1,2017-07-14,29.61
Acco Hot Clips Clips to Go,1,2018-05-25,3.29
Acco Hot Clips Clips to Go,1,2018-09-11,10.528
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2015-05-07,16.14
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2015-11-26,12.912
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-10-02,26.9
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-11-24,25.824
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-11-29,4.304
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2017-06-02,51.648
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2018-10-14,37.66
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1,2015-12-08,6.456
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1,2016-06-26,43.04
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1,2017-09-02,8.608
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1,2018-09-19,4.842
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1,2015-09-08,8.608
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1,2016-09-25,10.76
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1,2017-11-24,17.216
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1,2018-04-30,4.842
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1,2018-09-23,25.824
Acco Perma 2700 Stacking Storage Drawers,1,2017-09-10,59.48
Acco Perma 2700 Stacking Storage Drawers,1,2017-11-10,29.74
Acco Perma 2700 Stacking Storage Drawers,1,2018-09-18,47.584
Acco Perma 2700 Stacking Storage Drawers,1,2018-10-21,71.376
Acco Perma 3000 Stacking Storage Drawers,1,2015-11-10,62.94
Acco Perma 3000 Stacking Storage Drawers,1,2015-12-09,100.704
Acco Perma 3000 Stacking Storage Drawers,1,2015-12-23,83.92
Acco Perma 3000 Stacking Storage Drawers,1,2016-09-18,41.96
Acco Perma 3000 Stacking Storage Drawers,1,2018-08-16,67.136
Acco Perma 3000 Stacking Storage Drawers,1,2018-09-04,16.784
Acco Perma 4000 Stacking Storage Drawers,1,2015-02-07,64.96
Acco Perma 4000 Stacking Storage Drawers,1,2015-11-03,25.984
Acco Perma 4000 Stacking Storage Drawers,1,2016-05-28,16.24
Acco Perma 4000 Stacking Storage Drawers,1,2016-07-05,38.976
Acco Perma 4000 Stacking Storage Drawers,1,2017-03-05,12.992
Acco Perma 4000 Stacking Storage Drawers,1,2017-04-14,81.2
Acco Perma 4000 Stacking Storage Drawers,1,2017-10-02,32.48
Acco Perma 4000 Stacking Storage Drawers,1,2017-11-10,38.976
Acco Perma 4000 Stacking Storage Drawers,1,2017-12-03,48.72
Acco Perma 4000 Stacking Storage Drawers,1,2017-12-11,64.96
Acco Perma 4000 Stacking Storage Drawers,1,2018-03-23,32.48
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,2015-07-19,6.096
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,2017-12-13,6.096
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,2018-02-11,21.336
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,2018-06-11,18.288
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,2018-12-01,8.001
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2015-04-26,18.288
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2016-09-17,6.858
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2016-09-24,15.24
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2017-06-12,1.524
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2017-07-07,5.715
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2018-02-17,5.715
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2018-03-30,5.715
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1,2018-06-11,4.572
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2015-09-17,5.892
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2015-11-03,7.856
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2016-09-25,2.946
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2016-11-22,2.946
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2017-04-09,35.352
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2017-08-17,15.712
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,2017-10-02,34.37
